Scan Results,01/07/2026 at 09:16:10 (GMT-0800),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
profile,key,Role,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Launch Date,Active Hosts,Total Hosts,Type,Status,Reference,Scanner Appliance,Duration,Scan Title,Asset Groups,IPs,Excluded IPs,Option Profile,Network,FQDN,,,,,,,,,,
10.24.21.138,etx1obmapw401v.corp.cvscaremark.com,ETX1OBMAPW401V,Windows Server 2016 Standard 64 bit Edition Version 1607,"host scanned, found vuln",82023,Open TCP Services List,Ig,1,,,,,,,,"The port scanner enables unauthorized users with the appropriate tools to draw a map of all services on this host that can be accessed from the Internet.  The test was carried out with a ""stealth"" port scanner so that the server does not log real connections.
 
The Results section displays the port number (Port), the default service listening on the port (IANA Assigned Ports/Services), the description of the service (Description) and the service that the scanner detected using service discovery (Service Detected).",Unauthorized users can exploit this information to test vulnerabilities in each of the open services.,"Shut down any unknown or unused service on the list.  If you have difficulty figuring out which service is provided by which process or program, contact your provider's support team.  For more information about commercial and open-source Intrusion Detection Systems available for detecting port scanners of this kind, visit the CERT Web site (http://www.cert.org).",,,"Port	IANA Assigned Ports/Services	Description	Service Detected	OS On Redirected Port
135	msrpc-epmap	epmap DCE endpoint resolution	DCERPC Endpoint Mapper 	 
383	hp-alarm-mgr	hp performance data alarm manager	http 	 
445	microsoft-ds	Microsoft-DS	SMBv2 	 
1044	unknown	unknown	msrpc 	 
1056	unknown	unknown	msrpc 	 
1074	unknown	unknown	unknown 	 
1536	ampr-inter	ampr-inter	unknown 	 
1537	sdsc-lm	isi-lm	unknown 	 
1538	3ds-lm	3ds-lm	unknown 	 
2701	unknown	unknown	unknown 	 
3389	ms-wbt-server	MS WBT Server	CredSSP over ssl	 
28021	unknown	unknown	QUALYS CORRELATION",no,,TCP/IP
10.24.21.138,etx1obmapw401v.corp.cvscaremark.com,ETX1OBMAPW401V,Windows Server 2016 Standard 64 bit Edition Version 1607,"host scanned, found vuln",82040,ICMP Replies Received,Ig,1,,,,,,,,"ICMP (Internet Control and Error Message Protocol) is a protocol encapsulated in IP packets. ICMP's principal purpose is to provide a protocol layer that informs gateways of the inter-connectivity and accessibility of other gateways or hosts. 
 
We have sent the following types of packets to trigger the host to send us ICMP replies: 
 
Echo Request (to trigger Echo Reply) 
Timestamp Request (to trigger Timestamp Reply) 
Address Mask Request (to trigger Address Mask Reply) 
UDP Packet (to trigger Port Unreachable Reply) 
IP Packet with Protocol >= 250 (to trigger Protocol Unreachable Reply)
 
Listed in the ""Result"" section are the ICMP replies that we have received.",,,,,"ICMP Reply Type	Triggered By	Additional Information
Unreachable (type=3 code=3)	UDP Port 5569	Port Unreachable
Echo (type=0 code=0)	Echo Request	Echo Reply
Unreachable (type=3 code=3)	UDP Port 3283	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 17	Port Unreachable
Time Stamp (type=14 code=0)	Time Stamp Request	15:13:06 GMT
Unreachable (type=3 code=3)	UDP Port 3391	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 11223	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 2001	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 54551	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 371	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 111	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 1055	Port Unreachable",no,,TCP/IP
10.24.21.138,etx1obmapw401v.corp.cvscaremark.com,ETX1OBMAPW401V,Windows Server 2016 Standard 64 bit Edition Version 1607,"host scanned, found vuln",82044,NetBIOS Host Name,Ig,1,,,,,,,,The NetBIOS host name of this computer has been detected.,N/A,N/A,,,ETX1OBMAPW401V,no,,TCP/IP
10.24.21.138,etx1obmapw401v.corp.cvscaremark.com,ETX1OBMAPW401V,Windows Server 2016 Standard 64 bit Edition Version 1607,"host scanned, found vuln",48143,Qualys Correlation ID Detected,Ig,1,28021,tcp,,,,,,"Qualys correlation ID is a unique value - a binary array of a specific size,which will be used to merge agent and remote detection result.

 QID Detection Logic:(Unauthenticated) 
This QID sends GET request to /correlation-id to retrieve correlation id.",N/A,N/A,,,Qualys Correlation ID= 5d571a8134db51a871e6951be92c85c81f8951743f65e1ee0a9287ffb5314f64,no,,Information gathering
10.24.21.138,etx1obmapw401v.corp.cvscaremark.com,ETX1OBMAPW401V,Windows Server 2016 Standard 64 bit Edition Version 1607,"host scanned, found vuln",12230,Default Web Page,Ig,1,383,tcp,,,,,,The Result section displays the default Web page for the Web server.,N/A,N/A,,,"GET / HTTP/1.1
Host: etx1obmapw401v.corp.cvscaremark.com:383
Connection: Keep-Alive



HTTP/1.1 404 Not Found
cache-control: no-cache
connection: close
content-length: 0
content-type: text/html
date: Mon, 11 Aug 2025 15:15:39 GMT
senderid: 1c77bd22-b12a-75be-141f-efa806a4b8b0",no,,CGI
10.24.21.135,ptx1fswapw13v.caremarkrx.net,PTX1FSWAPW13V,Windows 2016/2019/10,"host scanned, found vuln",45017,Operating System Detected,Ig,2,,,,,,,,"Several different techniques can be used to identify the operating system (OS) running on a host. A short description of these techniques is provided below. The specific technique used to identify the OS on this host is included in the RESULTS section of your report.
 
1)  TCP/IP Fingerprint : The operating system of a host can be identified from a remote system using TCP/IP fingerprinting. All underlying operating system TCP/IP stacks have subtle differences that can be seen in their responses to specially-crafted TCP packets. According to the results of this ""fingerprinting"" technique, the OS version is among those listed below. 
 
Note that if one or more of these subtle differences are modified by a firewall or a packet filtering device between the scanner and the host, the fingerprinting technique may fail. Consequently, the version of the OS may not be detected correctly. If the host is behind a proxy-type firewall, the version of the operating system detected may be that of the firewall instead of the host being scanned.
 
2)  NetBIOS : Short for Network Basic Input Output System, an application programming interface (API) that augments the DOS BIOS by adding special functions for local-area networks (LANs). Almost all LANs for PCs are based on the NetBIOS. Some LAN manufacturers have even extended it, adding additional network capabilities. NetBIOS relies on a message format called Server Message Block (SMB). 
 
3)  PHP Info : PHP is a hypertext pre-processor, an open-source, server-side, HTML-embedded scripting language used to create dynamic Web pages. Under some configurations it is possible to call PHP functions like phpinfo() and obtain operating system information.
 
4)  SNMP : The Simple Network Monitoring Protocol is used to monitor hosts, routers, and the networks to which they attach. The SNMP service maintains Management Information Base (MIB), a set of variables (database) that can be fetched by Managers. These include ""MIB_II.system.sysDescr"" for the operating system.",Not  applicable.,Not  applicable.,,,"Operating System	Technique	ID
Windows 2016/2019/10	NTLMSSP	 
Windows 2003/XP/Vista/2008/2012	MS-RPC Fingerprint",no,,Information gathering
10.24.21.135,ptx1fswapw13v.caremarkrx.net,PTX1FSWAPW13V,Windows 2016/2019/10,"host scanned, found vuln",6,DNS Host Name,Ig,1,,,,,,,,"The fully qualified domain name of this host, if it was obtained from a DNS server, is displayed in the RESULT section.",N/A,N/A,,,"IP address	Host name
10.24.21.135	ptx1fswapw13v.caremarkrx.net",no,,Information gathering
10.24.21.135,ptx1fswapw13v.caremarkrx.net,PTX1FSWAPW13V,Windows 2016/2019/10,"host scanned, found vuln",45006,Traceroute,Ig,1,,,,,,,,Traceroute describes the path in realtime from the scanner to the remote host being contacted. It reports the IP addresses of all the routers in between.,,,,,"Hops	IP	Round Trip Time	Probe	Port
1	10.124.220.1	0.10ms	ICMP	 
2	100.64.112.0	0.12ms	ICMP	 
3	10.124.213.161	0.32ms	UDP	80
4	10.124.212.253	0.48ms	ICMP	 
5	10.218.32.73	0.63ms	UDP	80
6	10.218.26.225	0.47ms	ICMP	 
7	10.218.26.169	0.55ms	ICMP	 
8	10.145.128.241	35.97ms	ICMP	 
9	10.24.252.193	32.05ms	ICMP	 
10	10.24.249.9	36.19ms	UDP	80
11	10.24.21.135	26.93ms	TCP	80",no,,Information gathering
10.24.21.135,ptx1fswapw13v.caremarkrx.net,PTX1FSWAPW13V,Windows 2016/2019/10,"host scanned, found vuln",45038,Host Scan Time - Scanner,Ig,1,,,,,,,,"The Host Scan Time is the period of time it takes the scanning engine to perform the vulnerability assessment of a single target host. The Host Scan Time for this host is reported in the Result section below. 
 
The Host Scan Time does not have a direct correlation to the Duration time as displayed in the Report Summary section of a scan results report. The Duration is the period of time it takes the service to perform a scan task. The Duration includes the time it takes the service to scan all hosts, which may involve parallel scanning. It also includes the time it takes for a scanner appliance to pick up the scan task and transfer the results back to the service's Secure Operating Center. Further, when a scan task is distributed across multiple scanners, the Duration includes the time it takes to perform parallel host scanning on all scanners.",N/A,N/A,,,"Scan duration: 332 seconds

Start time: Mon, Aug 11 2025, 15:12:17 GMT

End time: Mon, Aug 11 2025, 15:17:49 GMT",no,,Information gathering
10.24.21.135,ptx1fswapw13v.caremarkrx.net,PTX1FSWAPW13V,Windows 2016/2019/10,"host scanned, found vuln",45039,Host Names Found,Ig,1,,,,,,,,"The following host names were discovered for this computer using various methods such as DNS look up, NetBIOS query, and SQL server name query.",N/A,N/A,,,"Host Name	Source
PTX1FSWAPW13V.caremarkrx.net	NTLM DNS
ptx1fswapw13v.caremarkrx.net	FQDN
PTX1FSWAPW13V	NTLM NetBIOS",no,,Information gathering
10.24.21.135,ptx1fswapw13v.caremarkrx.net,PTX1FSWAPW13V,Windows 2016/2019/10,"host scanned, found vuln",45426,Scan Activity per Port,Ig,1,,,,,,,,"Scan activity per port is an estimate of the amount of internal process time the scanner engine spent scanning a particular TCP or UDP port. This information can be useful to determine the reason for long scan times. The individual time values represent internal process time, not elapsed time, and can be longer than the total scan time because of internal parallelism. High values are often caused by slowly responding services or services on which requests time out.",N/A,N/A,,,"Protocol	Port	Time
TCP	383	 0:02:14
TCP	445	 0:00:05
TCP	2701	 0:02:34
TCP	3389	 0:00:01
TCP	7000	 0:03:18
TCP	8005	 0:01:30
TCP	28021	 0:00:45
UDP	123	 0:00:05
UDP	500	 0:00:05",no,,Information gathering
10.24.21.135,ptx1fswapw13v.caremarkrx.net,PTX1FSWAPW13V,Windows 2016/2019/10,"host scanned, found vuln",82004,Open UDP Services List,Ig,1,,,,,,,,"A port scanner was used to draw a map of all the UDP services on this host that can be accessed from the Internet.
 
Note that if the host is behind a firewall, there is a small chance that the list includes a few ports that are filtered or blocked by the firewall but are not actually open on the target host. This (false positive on UDP open ports) may happen when the firewall is configured to reject UDP packets for most (but not all) ports with an ICMP Port Unreachable packet. This may also happen when the firewall is configured to allow UDP packets for most (but not all) ports through and filter/block/drop UDP packets for only a few ports. Both cases are uncommon.",Unauthorized users can exploit this information to test vulnerabilities in each of the open services.,"Shut down any unknown or unused service on the list.  If you have difficulty working out which service is provided by which process or program, contact your provider's support team.  For more information about commercial and open-source Intrusion Detection Systems available for detecting port scanners of this kind, visit the CERT Web site (http://www.cert.org).",,,"Port	IANA Assigned Ports/Services	Description	Service Detected
68	bootpc	Bootstrap Protocol Client	unknown
123	ntp	Network Time Protocol	unknown
137	netbios-ns	NETBIOS Name Service	unknown
138	netbios-dgm	NETBIOS Datagram Service	unknown
500	isakmp	isakmp	unknown",no,,TCP/IP
10.24.21.135,ptx1fswapw13v.caremarkrx.net,PTX1FSWAPW13V,Windows 2016/2019/10,"host scanned, found vuln",82023,Open TCP Services List,Ig,1,,,,,,,,"The port scanner enables unauthorized users with the appropriate tools to draw a map of all services on this host that can be accessed from the Internet.  The test was carried out with a ""stealth"" port scanner so that the server does not log real connections.
 
The Results section displays the port number (Port), the default service listening on the port (IANA Assigned Ports/Services), the description of the service (Description) and the service that the scanner detected using service discovery (Service Detected).",Unauthorized users can exploit this information to test vulnerabilities in each of the open services.,"Shut down any unknown or unused service on the list.  If you have difficulty figuring out which service is provided by which process or program, contact your provider's support team.  For more information about commercial and open-source Intrusion Detection Systems available for detecting port scanners of this kind, visit the CERT Web site (http://www.cert.org).",,,"Port	IANA Assigned Ports/Services	Description	Service Detected	OS On Redirected Port
135	msrpc-epmap	epmap DCE endpoint resolution	DCERPC Endpoint Mapper 	 
383	hp-alarm-mgr	hp performance data alarm manager	http 	 
445	microsoft-ds	Microsoft-DS	SMBv2 	 
2701	unknown	unknown	unknown 	 
3389	ms-wbt-server	MS WBT Server	CredSSP over ssl	 
7000	VDO-Live	file server itself remote grab backdoor	unknown 	 
8005	NetSecurityMaster-Proxy	NetSecurity Master Proxy	http 	 
28021	unknown	unknown	QUALYS CORRELATION",no,,TCP/IP
10.24.21.135,ptx1fswapw13v.caremarkrx.net,PTX1FSWAPW13V,Windows 2016/2019/10,"host scanned, found vuln",82040,ICMP Replies Received,Ig,1,,,,,,,,"ICMP (Internet Control and Error Message Protocol) is a protocol encapsulated in IP packets. ICMP's principal purpose is to provide a protocol layer that informs gateways of the inter-connectivity and accessibility of other gateways or hosts. 
 
We have sent the following types of packets to trigger the host to send us ICMP replies: 
 
Echo Request (to trigger Echo Reply) 
Timestamp Request (to trigger Timestamp Reply) 
Address Mask Request (to trigger Address Mask Reply) 
UDP Packet (to trigger Port Unreachable Reply) 
IP Packet with Protocol >= 250 (to trigger Protocol Unreachable Reply)
 
Listed in the ""Result"" section are the ICMP replies that we have received.",,,,,"ICMP Reply Type	Triggered By	Additional Information
Unreachable (type=3 code=3)	UDP Port 31789	Port Unreachable
Echo (type=0 code=0)	Echo Request	Echo Reply
Unreachable (type=3 code=3)	UDP Port 21	Port Unreachable
Time Stamp (type=14 code=0)	Time Stamp Request	15:12:23 GMT
Unreachable (type=3 code=3)	UDP Port 161	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 1812	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 3129	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 1041	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 53291	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 1015	Port Unreachable
Unreachable (type=3 code=2)	IP with High Protocol	Protocol Unreachable
Unreachable (type=3 code=3)	UDP Port 9874	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 26274	Port Unreachable",no,,TCP/IP
10.24.21.135,ptx1fswapw13v.caremarkrx.net,PTX1FSWAPW13V,Windows 2016/2019/10,"host scanned, found vuln",82044,NetBIOS Host Name,Ig,1,,,,,,,,The NetBIOS host name of this computer has been detected.,N/A,N/A,,,PTX1FSWAPW13V,no,,TCP/IP
10.24.21.135,ptx1fswapw13v.caremarkrx.net,PTX1FSWAPW13V,Windows 2016/2019/10,"host scanned, found vuln",48143,Qualys Correlation ID Detected,Ig,1,28021,tcp,,,,,,"Qualys correlation ID is a unique value - a binary array of a specific size,which will be used to merge agent and remote detection result.

 QID Detection Logic:(Unauthenticated) 
This QID sends GET request to /correlation-id to retrieve correlation id.",N/A,N/A,,,Qualys Correlation ID= 001cd8873134313b834550a8e72bda1fad4240ee573add5bb60b6c8d36fa91c7,no,,Information gathering
10.24.21.135,ptx1fswapw13v.caremarkrx.net,PTX1FSWAPW13V,Windows 2016/2019/10,"host scanned, found vuln",12230,Default Web Page,Ig,1,8005,tcp,,,,,,The Result section displays the default Web page for the Web server.,N/A,N/A,,,"GET / HTTP/1.1
Host: ptx1fswapw13v.caremarkrx.net:8005
Connection: Keep-Alive



<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01//EN""""http://www.w3.org/TR/html4/strict.dtd"">
<HTML><HEAD><TITLE>Bad Request</TITLE>
<META HTTP-EQUIV=""Content-Type"" Content=""text/html; charset=us-ascii""></HEAD>
<BODY> Bad Request - Invalid Hostname 
  HTTP Error 400. The request hostname is invalid.</p>
</BODY></HTML>",no,,CGI
10.24.21.135,ptx1fswapw13v.caremarkrx.net,PTX1FSWAPW13V,Windows 2016/2019/10,"host scanned, found vuln",12230,Default Web Page,Ig,1,383,tcp,,,,,,The Result section displays the default Web page for the Web server.,N/A,N/A,,,"GET / HTTP/1.1
Host: ptx1fswapw13v.caremarkrx.net:383
Connection: Keep-Alive



HTTP/1.1 404 Not Found
cache-control: no-cache
connection: close
content-length: 0
content-type: text/html
date: Mon, 11 Aug 2025 15:15:37 GMT
senderid: 453ea792-bbd9-75bf-0596-ec466ddf639b",no,,CGI
10.24.21.134,ptx1fswapw12v.caremarkrx.net,PTX1FSWAPW12V,Windows 2016/2019/10,"host scanned, found vuln",45017,Operating System Detected,Ig,2,,,,,,,,"Several different techniques can be used to identify the operating system (OS) running on a host. A short description of these techniques is provided below. The specific technique used to identify the OS on this host is included in the RESULTS section of your report.
 
1)  TCP/IP Fingerprint : The operating system of a host can be identified from a remote system using TCP/IP fingerprinting. All underlying operating system TCP/IP stacks have subtle differences that can be seen in their responses to specially-crafted TCP packets. According to the results of this ""fingerprinting"" technique, the OS version is among those listed below. 
 
Note that if one or more of these subtle differences are modified by a firewall or a packet filtering device between the scanner and the host, the fingerprinting technique may fail. Consequently, the version of the OS may not be detected correctly. If the host is behind a proxy-type firewall, the version of the operating system detected may be that of the firewall instead of the host being scanned.
 
2)  NetBIOS : Short for Network Basic Input Output System, an application programming interface (API) that augments the DOS BIOS by adding special functions for local-area networks (LANs). Almost all LANs for PCs are based on the NetBIOS. Some LAN manufacturers have even extended it, adding additional network capabilities. NetBIOS relies on a message format called Server Message Block (SMB). 
 
3)  PHP Info : PHP is a hypertext pre-processor, an open-source, server-side, HTML-embedded scripting language used to create dynamic Web pages. Under some configurations it is possible to call PHP functions like phpinfo() and obtain operating system information.
 
4)  SNMP : The Simple Network Monitoring Protocol is used to monitor hosts, routers, and the networks to which they attach. The SNMP service maintains Management Information Base (MIB), a set of variables (database) that can be fetched by Managers. These include ""MIB_II.system.sysDescr"" for the operating system.",Not  applicable.,Not  applicable.,,,"Operating System	Technique	ID
Windows 2016/2019/10	NTLMSSP	 
Windows 2003/XP/Vista/2008/2012	MS-RPC Fingerprint",no,,Information gathering
10.24.21.134,ptx1fswapw12v.caremarkrx.net,PTX1FSWAPW12V,Windows 2016/2019/10,"host scanned, found vuln",6,DNS Host Name,Ig,1,,,,,,,,"The fully qualified domain name of this host, if it was obtained from a DNS server, is displayed in the RESULT section.",N/A,N/A,,,"IP address	Host name
10.24.21.134	ptx1fswapw12v.caremarkrx.net",no,,Information gathering
10.24.21.134,ptx1fswapw12v.caremarkrx.net,PTX1FSWAPW12V,Windows 2016/2019/10,"host scanned, found vuln",45006,Traceroute,Ig,1,,,,,,,,Traceroute describes the path in realtime from the scanner to the remote host being contacted. It reports the IP addresses of all the routers in between.,,,,,"Hops	IP	Round Trip Time	Probe	Port
1	10.124.220.1	0.06ms	ICMP	 
2	100.64.112.0	0.05ms	ICMP	 
3	10.124.213.161	0.36ms	UDP	80
4	10.124.212.255	0.56ms	ICMP	 
5	10.218.32.69	0.76ms	ICMP	 
6	10.218.26.221	0.54ms	ICMP	 
7	10.218.26.169	0.58ms	ICMP	 
8	10.24.255.202	26.59ms	ICMP	 
9	10.24.252.193	31.77ms	ICMP	 
10	*.*.*.*	0.00ms	Other	80
11	10.24.21.134	27.08ms	ICMP",no,,Information gathering
10.24.21.134,ptx1fswapw12v.caremarkrx.net,PTX1FSWAPW12V,Windows 2016/2019/10,"host scanned, found vuln",45038,Host Scan Time - Scanner,Ig,1,,,,,,,,"The Host Scan Time is the period of time it takes the scanning engine to perform the vulnerability assessment of a single target host. The Host Scan Time for this host is reported in the Result section below. 
 
The Host Scan Time does not have a direct correlation to the Duration time as displayed in the Report Summary section of a scan results report. The Duration is the period of time it takes the service to perform a scan task. The Duration includes the time it takes the service to scan all hosts, which may involve parallel scanning. It also includes the time it takes for a scanner appliance to pick up the scan task and transfer the results back to the service's Secure Operating Center. Further, when a scan task is distributed across multiple scanners, the Duration includes the time it takes to perform parallel host scanning on all scanners.",N/A,N/A,,,"Scan duration: 337 seconds

Start time: Mon, Aug 11 2025, 15:13:35 GMT

End time: Mon, Aug 11 2025, 15:19:12 GMT",no,,Information gathering
10.24.21.134,ptx1fswapw12v.caremarkrx.net,PTX1FSWAPW12V,Windows 2016/2019/10,"host scanned, found vuln",45039,Host Names Found,Ig,1,,,,,,,,"The following host names were discovered for this computer using various methods such as DNS look up, NetBIOS query, and SQL server name query.",N/A,N/A,,,"Host Name	Source
PTX1FSWAPW12V.caremarkrx.net	NTLM DNS
ptx1fswapw12v.caremarkrx.net	FQDN
PTX1FSWAPW12V	NTLM NetBIOS",no,,Information gathering
10.24.21.134,ptx1fswapw12v.caremarkrx.net,PTX1FSWAPW12V,Windows 2016/2019/10,"host scanned, found vuln",45426,Scan Activity per Port,Ig,1,,,,,,,,"Scan activity per port is an estimate of the amount of internal process time the scanner engine spent scanning a particular TCP or UDP port. This information can be useful to determine the reason for long scan times. The individual time values represent internal process time, not elapsed time, and can be longer than the total scan time because of internal parallelism. High values are often caused by slowly responding services or services on which requests time out.",N/A,N/A,,,"Protocol	Port	Time
TCP	383	 0:02:15
TCP	2701	 0:02:34
TCP	3389	 0:00:02
TCP	7000	 0:03:18
TCP	8005	 0:01:30
TCP	28021	 0:00:45
UDP	123	 0:00:05
UDP	500	 0:00:05",no,,Information gathering
10.24.21.134,ptx1fswapw12v.caremarkrx.net,PTX1FSWAPW12V,Windows 2016/2019/10,"host scanned, found vuln",82004,Open UDP Services List,Ig,1,,,,,,,,"A port scanner was used to draw a map of all the UDP services on this host that can be accessed from the Internet.
 
Note that if the host is behind a firewall, there is a small chance that the list includes a few ports that are filtered or blocked by the firewall but are not actually open on the target host. This (false positive on UDP open ports) may happen when the firewall is configured to reject UDP packets for most (but not all) ports with an ICMP Port Unreachable packet. This may also happen when the firewall is configured to allow UDP packets for most (but not all) ports through and filter/block/drop UDP packets for only a few ports. Both cases are uncommon.",Unauthorized users can exploit this information to test vulnerabilities in each of the open services.,"Shut down any unknown or unused service on the list.  If you have difficulty working out which service is provided by which process or program, contact your provider's support team.  For more information about commercial and open-source Intrusion Detection Systems available for detecting port scanners of this kind, visit the CERT Web site (http://www.cert.org).",,,"Port	IANA Assigned Ports/Services	Description	Service Detected
68	bootpc	Bootstrap Protocol Client	unknown
123	ntp	Network Time Protocol	unknown
137	netbios-ns	NETBIOS Name Service	unknown
138	netbios-dgm	NETBIOS Datagram Service	unknown
500	isakmp	isakmp	unknown",no,,TCP/IP
10.24.21.134,ptx1fswapw12v.caremarkrx.net,PTX1FSWAPW12V,Windows 2016/2019/10,"host scanned, found vuln",82023,Open TCP Services List,Ig,1,,,,,,,,"The port scanner enables unauthorized users with the appropriate tools to draw a map of all services on this host that can be accessed from the Internet.  The test was carried out with a ""stealth"" port scanner so that the server does not log real connections.
 
The Results section displays the port number (Port), the default service listening on the port (IANA Assigned Ports/Services), the description of the service (Description) and the service that the scanner detected using service discovery (Service Detected).",Unauthorized users can exploit this information to test vulnerabilities in each of the open services.,"Shut down any unknown or unused service on the list.  If you have difficulty figuring out which service is provided by which process or program, contact your provider's support team.  For more information about commercial and open-source Intrusion Detection Systems available for detecting port scanners of this kind, visit the CERT Web site (http://www.cert.org).",,,"Port	IANA Assigned Ports/Services	Description	Service Detected	OS On Redirected Port
135	msrpc-epmap	epmap DCE endpoint resolution	DCERPC Endpoint Mapper 	 
383	hp-alarm-mgr	hp performance data alarm manager	http 	 
445	microsoft-ds	Microsoft-DS	SMBv2 	 
2701	unknown	unknown	unknown 	 
3389	ms-wbt-server	MS WBT Server	CredSSP over ssl	 
7000	VDO-Live	file server itself remote grab backdoor	unknown 	 
8005	NetSecurityMaster-Proxy	NetSecurity Master Proxy	http 	 
28021	unknown	unknown	QUALYS CORRELATION",no,,TCP/IP
10.24.21.134,ptx1fswapw12v.caremarkrx.net,PTX1FSWAPW12V,Windows 2016/2019/10,"host scanned, found vuln",82040,ICMP Replies Received,Ig,1,,,,,,,,"ICMP (Internet Control and Error Message Protocol) is a protocol encapsulated in IP packets. ICMP's principal purpose is to provide a protocol layer that informs gateways of the inter-connectivity and accessibility of other gateways or hosts. 
 
We have sent the following types of packets to trigger the host to send us ICMP replies: 
 
Echo Request (to trigger Echo Reply) 
Timestamp Request (to trigger Timestamp Reply) 
Address Mask Request (to trigger Address Mask Reply) 
UDP Packet (to trigger Port Unreachable Reply) 
IP Packet with Protocol >= 250 (to trigger Protocol Unreachable Reply)
 
Listed in the ""Result"" section are the ICMP replies that we have received.",,,,,"ICMP Reply Type	Triggered By	Additional Information
Unreachable (type=3 code=3)	UDP Port 1027	Port Unreachable
Echo (type=0 code=0)	Echo Request	Echo Reply
Unreachable (type=3 code=3)	UDP Port 1807	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 2115	Port Unreachable
Time Stamp (type=14 code=0)	Time Stamp Request	15:13:46 GMT
Unreachable (type=3 code=3)	UDP Port 1900	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 1024	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 623	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 5129	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 54321	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 1049	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 23456	Port Unreachable",no,,TCP/IP
10.24.21.134,ptx1fswapw12v.caremarkrx.net,PTX1FSWAPW12V,Windows 2016/2019/10,"host scanned, found vuln",82044,NetBIOS Host Name,Ig,1,,,,,,,,The NetBIOS host name of this computer has been detected.,N/A,N/A,,,PTX1FSWAPW12V,no,,TCP/IP
10.24.21.134,ptx1fswapw12v.caremarkrx.net,PTX1FSWAPW12V,Windows 2016/2019/10,"host scanned, found vuln",48143,Qualys Correlation ID Detected,Ig,1,28021,tcp,,,,,,"Qualys correlation ID is a unique value - a binary array of a specific size,which will be used to merge agent and remote detection result.

 QID Detection Logic:(Unauthenticated) 
This QID sends GET request to /correlation-id to retrieve correlation id.",N/A,N/A,,,Qualys Correlation ID= fa5d7386277e176ee96cc5bd85fff231cb2bb9ffb9261546a7e9b740032c5598,no,,Information gathering
10.24.21.134,ptx1fswapw12v.caremarkrx.net,PTX1FSWAPW12V,Windows 2016/2019/10,"host scanned, found vuln",12230,Default Web Page,Ig,1,8005,tcp,,,,,,The Result section displays the default Web page for the Web server.,N/A,N/A,,,"GET / HTTP/1.1
Host: ptx1fswapw12v.caremarkrx.net:8005
Connection: Keep-Alive



<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01//EN""""http://www.w3.org/TR/html4/strict.dtd"">
<HTML><HEAD><TITLE>Bad Request</TITLE>
<META HTTP-EQUIV=""Content-Type"" Content=""text/html; charset=us-ascii""></HEAD>
<BODY> Bad Request - Invalid Hostname 
  HTTP Error 400. The request hostname is invalid.</p>
</BODY></HTML>",no,,CGI
10.24.21.134,ptx1fswapw12v.caremarkrx.net,PTX1FSWAPW12V,Windows 2016/2019/10,"host scanned, found vuln",12230,Default Web Page,Ig,1,383,tcp,,,,,,The Result section displays the default Web page for the Web server.,N/A,N/A,,,"GET / HTTP/1.1
Host: ptx1fswapw12v.caremarkrx.net:383
Connection: Keep-Alive



HTTP/1.1 404 Not Found
cache-control: no-cache
connection: close
content-length: 0
content-type: text/html
date: Mon, 11 Aug 2025 15:17:00 GMT
senderid: 6de16782-6adb-75c0-10d5-a63daa75aa36",no,,CGI
